,name,salary,type,address,url,schedule,work_format,experience
1107,Data Scientist / Machine Learning Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130168772?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1108,Tech lead в команду BI (МГТС),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130217226?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1109,Data Engineer (CV),from 100000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129728476?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1110,DevOps инженер,from None to 240000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129972780?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1111,Бизнес-аналитик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129277213?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1112,Data Engineer / Инженер данных (Middle / Middle+),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130252940?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1113,Data Engineer,from None to 350000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129287169?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1114,Data Engineer / Дата-инженер,from 250000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/127194884?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
1115,Prompt-инженер (MWS AI),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129408577?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1116,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128668528?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1117,Backend Developer (Node.js (NestJS) + PostgreSQL/Prisma),from 3000 to 5000 in USD,Открытая,No Info,https://api.hh.ru/vacancies/129867315?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1118,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/128913827?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1119,Data Engineer/Дата инженер (стажер),from 90000 to 100000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130216421?host=hh.ru,Удаленная работа,Удалённо,Нет опыта
1120,Data analyst,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129218569?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1121,Аналитик данных,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129492189?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1122,Python-разработчик (офис Москва),from None to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129294711?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
1123,Data Full-Stack аналитик,from None to 150000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129666851?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1124,AI Engineering Lead,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129615225?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1125,DataPlatform DevOps/DWH DBA/Infrastructure Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130080276?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1126,Data Research Analyst / Специалист по сбору B2B-баз (Junior/Middle),from 30000 to 40000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/130113101?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1127,ML Engineer / Data Science Developer (Python) / Дата-сайентист,from 230000 to 310000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129354443?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1128,Data Engineer (Инженер данных),from 200000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129974462?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
1129,Data engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130221682?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1130,Senior Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/127405501?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1131,Data Scientist (NLP),No Info,Анонимная,No Info,https://api.hh.ru/vacancies/129319693?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1132,Инженер по внедрению/SQL разработчик,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129433441?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1133,Data Engineer (Дата-инженер),from 100000 to 200000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129463844?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1134,Аналитик данных (SQL),from 180000 to 206000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129753992?host=hh.ru,Полный день,No Info,От 1 года до 3 лет
1135,NLP Data Scientist (ИИ-агенты),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129343012?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1136,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129740637?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1137,Quantitative Researcher,No Info,Открытая,No Info,https://api.hh.ru/vacancies/126992704?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1138,Team Lead развития DWH,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130202276?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1139,NLP-инженер в GigaChat Pro,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130257902?host=hh.ru,Полный день,На месте работодателя,От 3 до 6 лет
1140,Data Engineer Middle,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129572125?host=hh.ru,Удаленная работа,На месте работодателя,От 1 года до 3 лет
1141,Data Analyst,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129876745?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1142,Data Scientist / ML Engineer (широкий профиль),No Info,Анонимная,No Info,https://api.hh.ru/vacancies/130137267?host=hh.ru,Полный день,На месте работодателя,Более 6 лет
1143,Заместитель начальника управления,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130044816?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1144,DevOps-инженер,from 300000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129717079?host=hh.ru,Удаленная работа,На месте работодателя,От 3 до 6 лет
1145,Data analyst BI,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129380588?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1146,Junior ML Engineer / Data Scientist (младший специалист),No Info,Открытая,No Info,https://api.hh.ru/vacancies/128947798?host=hh.ru,Полный день,На месте работодателя,От 1 года до 3 лет
1147,3D дизайнер в IT-проект,from None to 250000 in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129831816?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1148,Business/Product Business Analyst (AI),No Info,Открытая,No Info,https://api.hh.ru/vacancies/129298383?host=hh.ru,Полный день,Гибрид,От 1 года до 3 лет
1149,QA Automation Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129428775?host=hh.ru,Удаленная работа,Удалённо,От 1 года до 3 лет
1150,Product Analyst (Middle2-Senior),No Info,Открытая,No Info,https://api.hh.ru/vacancies/130239381?host=hh.ru,Полный день,Гибрид,От 3 до 6 лет
1151,Fullstack Analyst в R&D,No Info,Открытая,No Info,https://api.hh.ru/vacancies/130113287?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1152,Lead BackEnd Software Engineer,from 5000 to 8000 in USD,Открытая,No Info,https://api.hh.ru/vacancies/128442146?host=hh.ru,Удаленная работа,Удалённо,Более 6 лет
1153,Data Engineer,No Info,Открытая,No Info,https://api.hh.ru/vacancies/129359990?host=hh.ru,Удаленная работа,Удалённо,От 3 до 6 лет
1154,Senior / Lead React Native Engineer (Mobile Tech Lead),from 250000 to None in RUR,Открытая,No Info,https://api.hh.ru/vacancies/129283014?host=hh.ru,Гибкий график,No Info,От 3 до 6 лет
